review_date,handle,helpfulness_rating,review,sentiment,cleaned_text
"December 31, 2019",Genevieve Rathbun,,"Loved it in the begining, but now it's developed issues, as it brews and warms and reheats condensation forms and drips underneath the holding container and now after just one brew it's full and has to be emptied or it overflows onto the counter. Really good at adjusting strength of coffee. Clean up is quick. At start of brew coffee is potent, once done brewing it's a balanced pot. Reheat option is a little slow.",negative,love begining develop issue brew warms reheats condensation form drip underneath hold container one brew full empty overflow onto counter really good adjust strength coffee clean quick start brew coffee potent do brewing balance pot reheat option little slow
"November 13, 2015",Rlmkrjj,One,"My husband leaves early and I get up a few hours after him. We were spending too much on Krupa so switched to a normal carafe coffee machine, however, when I went to get my coffee in the morning it was bitter and old tasting. And we were wasting coffee grinds and money, bc half the time I'd throw almost a whole pot away and make myself a new smaller one. This is amazing and when I go to get my coffee it is hot and tastes great!",positive,husband leave early get hour spend much krupa switch normal carafe coffee machine however go get coffee morning bitter old tasting waste coffee grind money bc half time throw almost whole pot away make new small one amazing go get coffee hot taste great
"January 29, 2021",Amazon Customer,,"I'm highly disappointed in this product. I just barley purchased this last month, and its not even brewing.  We put the cleaner in, and nothing.  I will be expecting my money back. Save your time and money.",negative,highly disappoint product barley purchase last month even brew put cleaner nothing expect money back save time money
"July 3, 2021",Nguest,,Very easy to assemble. Great quality and very easy to use snd clean. Makes a fantastic cup of coffee. Very tasty!!,positive,easy assemble great quality easy use snd clean make fantastic cup coffee tasty
"December 16, 2020",Cheryl Galan,,I’ve had this coffee maker for years now and absolutely love it!  I was buying this one to replace my old one which finally wore out.,positive,coffee maker year absolutely love buy one replace old one finally wear
"May 25, 2020",Amazon Customer,,We bought 5 of these coffee maker makers for Christmas presents and all but one leaked coffee everywhere and one would not stop pouring coffee out very dissatisfied with this product,negative,buy coffee maker maker christmas present one leak coffee everywhere one would stop pour coffee dissatisfied product
"November 8, 2015",larkflying,,"Much better than the older version that I had.  It seems more sturdy, works well, doesnt' leak, is easy to clean and fill and does everything a coffee pot should!  Give it a try if you think it might work for you.  I haven't used it yet, but it even has the ability to rewarm coffee if it has cooled off in the carafe too much . . . as well as a setting for iced coffee . .. I used to break the glass pots all the time, and love this kind of coffee maker . . .",positive,much good old version seem sturdy work well doesnt leak easy clean fill everything coffee pot give try think might work use yet even ability rewarm coffee cool carafe much well set iced coffee use break glass pot time love kind coffee maker
"July 19, 2020",chauncy,,"I gave this 2 stars because it mostly works as promised. The one HUGE problem is when you use the coffee delivery system ( pressing the cup to a button ) it leaks. It delivers about as much behind the cup as inside of it. Now if this leaking coffee ended up in the reservoir made to catch spills, I'd take the hit, but the way it leaks, all of the coffee ends up under the machine. Cannot reccomend.",negative,give star mostly work promise one huge problem use coffee delivery system press cup button leak deliver much behind cup inside leaking coffee end reservoir make catch spill take hit way leak coffee end machine cannot reccomend
"February 4, 2020",Thomas Ryscavage,,Great coffee brewer. Variable # cups. Control of strength. Easy clean. NO carafe.,positive,great coffee brewer variable cup control strength easy clean carafe
"June 15, 2021",William Penname,,"Coffee started malfunctioning about two months after purchase. Mostly the timer, but eventually the brewing function.",negative,coffee start malfunction two month purchase mostly timer eventually brewing function
